cluster_id, last_samp_date
1003, 2020.3661202185792
1067, 2020.6830601092897
1094, 2020.8934426229507
1177, 2021.2438356164384
146, 2019.495890410959
15, 2019.4986301369863
180, 2019.4986301369863
230, 2019.6027397260275
26, 2019.504109589041
33, 2019.4986301369863
502, 2019.5013698630137
557, 2019.5068493150684
560, 2019.5068493150684
818, 2019.9260273972602
844, 2019.9753424657533
879, 2020.0601092896175
898, 2020.0901639344263
980, 2020.2841530054645
